Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0043547~positive regulation of GTPase activity	19	2.345679012345679	2.380113492441237E-6	CCL14, CCL13, CCL23, CD40, CCL22, CCL21, RASGRF1, RASGRP2, CX3CL1, SFRP1, CCL8, CCL5, CCL4, XCL2, XCL1, CCL2, CCL19, CCL18, CCL17	776	127	19734	3.804549882295641	0.007951131345072082	1.4778741741028643E-4	1.417049051518255E-4
GOTERM_BP_DIRECT	GO:0045060~negative thymic T cell selection	7	0.8641975308641975	2.714558593392839E-6	SPN, CD74, ZAP70, PTPRC, CD28, CCR7, CD3E	776	12	19734	14.834407216494844	0.009063320129444996	1.6548936297538524E-4	1.5867828868650866E-4
KEGG_PATHWAY	hsa04650:Natural killer cell mediated cytotoxicity	22	2.7160493827160495	3.2098741091817415E-6	PRKCB, SH2D1A, SH2D1B, PRF1, PIK3CD, GZMB, FASLG, KIR3DL2, ITGAL, ZAP70, NCR3, KLRK1, IFNG, LCK, RAC2, CD48, KLRD1, KLRC1, CD247, HCST, LAT, CD244	462	130	8840	3.238095238095238	9.689138363370153E-4	3.3537650175243716E-5	2.8556811040306528E-5
GOTERM_CC_DIRECT	GO:0030658~transport vesicle membrane	11	1.3580246913580247	3.6945823129689133E-6	CD74, HLA-DRB5, CA4, HLA-DPB1, HLA-DRA, HLA-DQA2, HLA-DQB2, HLA-DRB1, HLA-DQA1, HLA-DPA1, HLA-DQB1	796	43	20887	6.7125452845623474	0.0017054442561134087	1.31299771430126E-4	1.23626408164729E-4
GOTERM_BP_DIRECT	GO:0009617~response to bacterium	18	2.2222222222222223	4.044032219274295E-6	ABCD2, GZMA, ADIPOQ, DEFB1, IKZF3, C3, CHIT1, FABP4, CA3, KLHL6, BANK1, CASP1, CCL2, FAM20A, CARD16, MS4A1, CCR4, HERC6	776	119	19734	3.84661699731439	0.013472138844167536	2.4213642912904843E-4	2.3217077830297962E-4
GOTERM_CC_DIRECT	GO:0016020~membrane	247	30.493827160493826	5.61292665514679E-6	EPHB6, TRAF3IP3, HPSE2, CLEC10A, TMEM200C, LST1, PRF1, AQP7, ICAM4, VSIG2, GPR171, TBC1D10C, IL12B, OXER1, IL15RA, GBP5, SLC34A2, IL1R2, SLC6A14, ACSL5, KRT5, HLA-F, ACE2, ABCA10, IDO2, FREM1, CFTR, SLC22A3, ABCB1, TTYH1, HEPACAM, CFI, SLCO5A1, CD1B, ART3, HSD11B1, UGT8, KLRK1, TSPAN8, TSPAN7, SLC19A3, ICOS, HLA-DQA2, HLA-DQA1, NGFR, HLA-DRB5, TNFSF14, ST8SIA1, ABCA6, ABCA9, CCDC88B, MARCO, CD209, FAT2, RGL4, HLA-DRB1, GPR18, HRCT1, CTSW, CLEC9A, SLC7A10, CX3CL1, CHL1, FCER1A, CD38, CD37, CTSG, MUC15, CD36, CCR5, JAK3, HLA-DPA1, OXGR1, CCR2, MAP4K1, CD53, FCRL2, CD52, CHST9, MME, ANXA3, FCRL3, TMEM40, GP1BA, PRSS12, FCER2, VSNL1, CEACAM5, KIT, TLR8, TLR10, CD48, PLIN1, HLA-DQB1, PTGER4, SAMD5, KCNA1, TMPRSS3, KCNA3, EGFR, TMEM71, HLA-DMA, CXCR3, HSD17B2, MGAT3, APOL3, IL32, GABRP, IL33, RIC3, CD74, P2RY10, IL10RA, GPR55, ADAM33, FMO1, FMO2, KIR3DL2, PDZK1IP1, CD40LG, KCNS1, HLA-DPB1, IL18R1, KCNG1, CHRM1, NCF1, GIMAP1, SIRPG, LY75, LOXL4, DEFB1, GIMAP5, CXCL13, ENPP2, FAM3D, KRT6A, CD96, SCARA5, KCNH8, SPNS3, MATK, LAX1, MID1, EDAR, ACAP1, CD8B, MFNG, COL4A4, COL4A3, LY6D, MAL, CLEC4E, DSC3, COL17A1, GRIA2, CSF2RB, ADRB2, RASAL3, CORO1A, KIR2DL4, FUT3, ITPRIPL1, FUT7, TNFRSF17, BCL2L14, C16ORF54, GRIA4, TMEM132C, MUC16, TNFRSF9, RARRES1, NKG7, CLEC17A, ESR1, SYT8, CYP4F12, LRFN5, PTPRC, SLCO1A2, HLA-DRA, KLRD1, BMPR1B, LAT, CNTNAP3, RTP4, KCNK5, ST6GALNAC1, PDE3B, PLEK, PIK3C2G, FASLG, ITGAL, SPN, PSTPIP1, CA4, ITGB7, LBP, TNFSF12-TNFSF13, SLFN12L, SLC13A2, CR2, CR1, EGFL6, AVPR2, VSTM2L, NRG2, TNFRSF1B, TMIGD2, TMEM213, IRF4, CDHR1, LTA, PKHD1L1, LTB, MCTP2, MET, CLEC12A, NRXN2, IL2RG, TSPAN32, P2RY8, PTPRZ1, SV2B, IL21R, TIGIT, KLRG1, SLC12A3, KCNJ10, PPP1R14C, B3GAT1, KCNJ16, GZMB, DLK1, GZMH, DLK2, SVOPL, GZMM, CLCN4, XPNPEP2, P2RX1, IL2RA, CD7, IL2RB, ATP13A5, EVI2B, FOLR1, MYO1G	796	5048	20887	1.283927810606121	0.0025898200071160504	1.8522657961984407E-4	1.7440164964206098E-4
GOTERM_BP_DIRECT	GO:0001954~positive regulation of cell-matrix adhesion	9	1.1111111111111112	6.234546017481652E-6	FERMT1, SFRP1, CCL21, CCR7, DMD, CD36, CD3E, CCL28, CX3CL1	776	27	19734	8.47680412371134	0.020693619126448515	3.6674443502835054E-4	3.516502709860265E-4
GOTERM_MF_DIRECT	GO:0042802~identical protein binding	108	13.333333333333334	6.738282163116782E-6	PRF1, DEFB1, IKZF1, AQP5, IKZF3, GIMAP7, FGF2, TCL1A, TRIM29, TNN, IL12B, TRIM22, TP63, ZBP1, GBP5, S100A2, ADIPOQ, SOX10, MID1, ACE2, SFRP1, CLDN8, CD226, MASP1, CARD16, RHCG, ATF3, ROPN1, ADRB2, RASAL3, CD79B, CD79A, KLRK1, SLAMF7, SLAMF1, TNFSF14, APOBEC3G, CRTAM, CLEC17A, LYZ, ESR1, GFAP, TRPV6, GIPC2, LCN2, CD28, MRAP2, GSTM5, ACY3, TAT, TNFAIP3, CD3G, CD3E, CD3D, CXCL5, PSTPIP1, ACADL, CASP1, EMILIN3, CD38, HMGCS2, CCR5, CCR2, CD53, AMPD1, TRAF1, SYN2, C1QL2, CLDN11, MRAP, CLDN10, NCR3, AIM2, ANGPTL7, LCK, CEACAM5, CLDN19, TLR8, TLR10, CRYAB, MET, MS4A1, C1S, C1R, WAS, EGFR, CCL5, CCL4, STAT4, TIGIT, GBP1, GBP4, CD74, IL34, CARD9, BBOX1, S100B, SNCAIP, DLK2, CD2, DES, CD6, PSAT1, P2RX1, PLP1, PTX3, CD247, CD69	782	1737	19304	1.5348448908736732	0.006367553670428849	3.9924321816466935E-4	3.87451224379215E-4
GOTERM_BP_DIRECT	GO:0032760~positive regulation of tumor necrosis factor production	17	2.0987654320987654	7.723716079343943E-6	SASH3, IL33, CARD9, LILRA5, SPN, CD2, IL6, PTPRC, IFNG, LEP, TLR9, IL12B, TNFRSF8, CD36, LBP, CCL19, CCR2	776	112	19734	3.859973306332842	0.025572776585993884	4.4651068989724557E-4	4.2813357232915133E-4
GOTERM_CC_DIRECT	GO:0016324~apical plasma membrane	36	4.444444444444445	7.891234577347853E-6	SLC22A3, KCNE1, ACY3, ABCB1, KCNA1, ADRB2, AQP5, SLC5A1, EGFR, PKHD1, CA4, ATP6V0A4, CD36, PROM1, TRPM6, CD300LG, CLCA4, SLC34A2, GABRP, SLC12A3, SLC13A2, IL10RA, SLC6A14, CYP4F12, ACE2, TF, CEACAM5, FXYD1, SLCO1A2, TLR9, MAL, DSG1, RHCG, FOLR1, F2RL2, CFTR	796	410	20887	2.303995587694571	0.003639127028187139	2.4305002498231388E-4	2.2884580274308775E-4
GOTERM_BP_DIRECT	GO:0045580~regulation of T cell differentiation	7	0.8641975308641975	8.245183081733794E-6	CD2, IL15, TBX21, CRTAM, HLA-DOA, CARD11, CCR2	776	14	19734	12.715206185567009	0.027275574182366258	4.685779470009053E-4	4.4929260352159577E-4
GOTERM_MF_DIRECT	GO:0005178~integrin binding	21	2.5925925925925926	9.077628737375287E-6	TNXB, EGFL6, ICAM4, PTN, IGF1, ITGAL, FGF2, EGFR, CX3CL1, GFAP, SELP, FCER2, FERMT1, CD40LG, PTPRZ1, TSPAN8, TNN, COL4A3, CD226, ITGB7, ADAMTS8	782	162	19304	3.199962110448044	0.008568708648689638	5.062112966489278E-4	4.912599081403097E-4
KEGG_PATHWAY	hsa05322:Systemic lupus erythematosus	22	2.7160493827160495	9.495579333157293E-6	C1QA, HLA-DRB5, CD40, C1S, C1R, C3, HLA-DMA, C6, CD40LG, IFNG, C7, HLA-DPB1, CD28, HLA-DRA, CTSG, HLA-DOA, HLA-DOB, HLA-DQA2, HLA-DQA1, HLA-DRB1, HLA-DPA1, HLA-DQB1	462	139	8840	3.02843439534087	0.0028635707111849262	9.590535126488866E-5	8.166198226515271E-5
GOTERM_BP_DIRECT	GO:0030335~positive regulation of cell migration	29	3.580246913580247	9.608770452461693E-6	CCL14, CD274, CCL13, TWIST2, FAM107A, PIK3CD, GLI1, EGFR, CX3CL1, CCL8, CCL5, CCL4, CCL2, CCL19, CCL18, CCL17, CCL23, EDN1, MMP7, CCL22, CCL21, F10, IGF1, FGR, KIT, PLP1, XCL2, XCL1, LGR6	776	287	19734	2.569623549696469	0.031714184105081866	5.36970122118401E-4	5.148699500777391E-4
GOTERM_MF_DIRECT	GO:0004896~cytokine receptor activity	11	1.3580246913580247	9.773691793622075E-6	IL15RA, CD74, EBI3, IL2RB, IL21R, IL12B, CSF2RB, IL7R, IL2RG, IL12RB1, IL12RB2	782	45	19304	6.034214265416312	0.009222712573964897	5.147477677974292E-4	4.995442472295727E-4
GOTERM_BP_DIRECT	GO:0008284~positive regulation of cell population proliferation	42	5.185185185185185	1.004381735804847E-5	CCL14, PTGFR, TNXB, HPSE2, BNC1, SIRPG, FASLG, PTN, GLI1, FGF2, EGFR, CXCL5, CX3CL1, PKHD1, PLAC8, CXCR3, INSL3, IL12RB2, KRT6A, SLAMF1, TFAP2B, EDN1, CR1, TSLP, EDN3, IL15, IL34, AVPR2, MATK, AKR1C2, IGF1, S100B, NCCRP1, CXCL10, SFRP1, IL6, IFNG, ALDH1A2, LEP, HCLS1, IL7R, ATF3	776	506	19734	2.1108247422680413	0.033126039330131696	5.442799593859328E-4	5.218789351105798E-4
GOTERM_BP_DIRECT	GO:0050868~negative regulation of T cell activation	8	0.9876543209876543	1.006422829762238E-5	IL4I1, CTSG, PTPN22, PDCD1, VTCN1, TIGIT, LAX1, JAK3	776	21	19734	9.687776141384388	0.03319222826936119	5.442799593859328E-4	5.218789351105798E-4
GOTERM_BP_DIRECT	GO:0032689~negative regulation of type II interferon production	11	1.3580246913580247	1.1398154197759951E-5	ZNF683, IL33, CD96, CD274, CR1, LGALS12, XCL1, PDCD1LG2, FOXP3, HLA-DRB1, SLAMF1	776	47	19734	5.951798640052643	0.037508098665107625	6.066350956363352E-4	5.816677102507658E-4
GOTERM_MF_DIRECT	GO:0071723~lipopeptide binding	6	0.7407407407407408	1.1773946982050851E-5	TLR10, CD1E, CD1D, LBP, CD1C, CD1B	782	9	19304	16.45694799658994	0.011099706041461821	5.874579862623267E-4	5.701069064993044E-4
GOTERM_CC_DIRECT	GO:0012507~ER to Golgi transport vesicle membrane	12	1.4814814814814816	1.1939170151732836E-5	CD74, HLA-DRB5, HLA-DPB1, HLA-DRA, HLA-F, FOLR1, HLA-DQA2, HLA-DQB2, HLA-DRB1, HLA-DQA1, HLA-DPA1, HLA-DQB1	796	59	20887	5.336938931947875	0.005500744730917884	3.4474353813128563E-4	3.245961885002365E-4
KEGG_PATHWAY	hsa05235:PD-L1 expression and PD-1 checkpoint pathway in cancer	17	2.0987654320987654	1.3864091957602004E-5	CD274, BATF2, BATF3, PIK3CD, CD3G, CD3E, CD3D, EGFR, ZAP70, IFNG, LCK, CD28, TLR9, PRKCQ, PDCD1, CD247, LAT	462	90	8840	3.6142376142376142	0.004178231595555304	1.3551031816623894E-4	1.1538502338907474E-4
GOTERM_CC_DIRECT	GO:0001533~cornified envelope	12	1.4814814814814816	1.4121822247058822E-5	CSTA, KRT17, KRT16, KRT14, DSG1, PKP1, PI3, DSG3, KLK7, SERPINB5, DSC3, KLK6	796	60	20887	5.247989949748743	0.006503090729649386	3.837812869494809E-4	3.6135251043944636E-4
GOTERM_BP_DIRECT	GO:0032703~negative regulation of interleukin-2 production	9	1.1111111111111112	1.4804106793246693E-5	GPR174, LAG3, CR1, PTPRC, TBX21, XCL1, TNFAIP3, GBP1, FOXP3	776	30	19734	7.629123711340207	0.048440766782899436	7.724551215088506E-4	7.406630526844482E-4
GOTERM_BP_DIRECT	GO:0050830~defense response to Gram-positive bacterium	18	2.2222222222222223	1.4974525170914193E-5	GBP6, MMP7, PLA2G2A, CARD9, DEFB1, LYZ, FGR, IL6, KLRK1, RNASE7, LTA, CTSG, IL12A, CD36, LBP, IL7R, GBP4, KRT6A	776	131	19734	3.49425513496498	0.04898451477408672	7.724551215088506E-4	7.406630526844482E-4
GOTERM_CC_DIRECT	GO:0030141~secretory granule	15	1.8518518518518516	1.5810736244284132E-5	SRGN, KLK1, CMA1, PLA2G2A, KLK13, KLK5, CFP, KLK8, KLK10, KLK11, KLK7, KLK6, GZMK, CTSG, LTF	796	96	20887	4.099992148241205	0.0072780040102543575	4.0580889693662606E-4	3.820927925701999E-4
GOTERM_CC_DIRECT	GO:0043235~receptor complex	24	2.9629629629629632	1.7426257082362386E-5	PIGR, CR2, FCRL5, TXK, EBI3, LOXL4, ADRB2, IL2RG, EGFR, CD200R1, PTPRC, CD8B, CD8A, KIT, IL12B, TLR10, ITGB7, KLRD1, KLRC1, CD36, IL12RB1, BMPR1B, MET, IL12RB2	796	225	20887	2.79892797319933	0.008018678414741909	4.237331985290222E-4	3.989695700435599E-4
KEGG_PATHWAY	hsa05169:Epstein-Barr virus infection	27	3.3333333333333335	1.8407725070498178E-5	CD40, TNFAIP3, PIK3CD, CD3G, CD3E, ITGAL, CD3D, HLA-DMA, CD19, HLA-DOA, JAK3, HLA-DOB, HLA-DQA2, HLA-DQA1, HLA-DPA1, CR2, HLA-DRB5, HLA-F, RUNX3, FCER2, CXCL10, IL6, HLA-DPB1, HLA-DRA, CD247, HLA-DRB1, HLA-DQB1	462	203	8840	2.544942741987077	0.005543760467504266	1.7429814676127962E-4	1.4841228338089156E-4
KEGG_PATHWAY	hsa04630:JAK-STAT signaling pathway	24	2.9629629629629632	1.9023522792256585E-5	IL15RA, TSLP, IL15, IL10RA, PIK3CD, CSF2RB, IL2RG, EGFR, GFAP, IL22RA2, IL6, SOCS1, IFNG, IL2RA, LEP, IL2RB, STAT4, IL21R, IL12B, IL12A, IL12RB1, IL7R, JAK3, IL12RB2	462	168	8840	2.7334570191713055	0.005728686666331639	1.746705274561741E-4	1.4872936001218785E-4
GOTERM_BP_DIRECT	GO:0034121~regulation of toll-like receptor signaling pathway	6	0.7407407407407408	1.9713996095133208E-5	GFI1, CD36, ESR1, S100A9, S100A8, BIRC3	776	10	19734	15.258247422680414	0.06398277010234721	0.0010015307410148734	9.603105673614131E-4
KEGG_PATHWAY	hsa05146:Amoebiasis	18	2.2222222222222223	2.0785130952964928E-5	LAMB3, PRKCB, IL1R2, PIK3CD, CXCL1, CD1E, CD1D, CXCL3, CD1C, CXCL2, CD1B, IL6, IFNG, COL4A4, COL4A3, IL12B, CTSG, IL12A	462	103	8840	3.3438406253940234	0.006257514480891735	1.8523219643377568E-4	1.5772246429014561E-4
GOTERM_CC_DIRECT	GO:0035580~specific granule lumen	12	1.4814814814814816	2.287277891725887E-5	CHIT1, SLPI, TCN1, HP, LCN2, CHI3L1, CXCL1, PTX3, OLFM4, LYZ, CFP, LTF	796	63	20887	4.998085666427374	0.010511706480602734	5.283611929886799E-4	4.974829414503804E-4
GOTERM_BP_DIRECT	GO:0006952~defense response	14	1.728395061728395	2.5926569544180663E-5	IL32, CXCL6, CXCL9, SP140, HP, WAS, CXCL13, CXCL5, CX3CL1, CASP1, STAT4, CD48, CARD16, PTPRCAP	776	85	19734	4.188538508186779	0.0832851745619706	0.0012974893683826531	0.001244088374396132
KEGG_PATHWAY	hsa05164:Influenza A	24	2.9629629629629632	2.79553014834201E-5	IL33, CIITA, HLA-DRB5, PRKCB, PIK3CD, FASLG, CXCL10, HLA-DMA, IL6, IFNG, CCL5, CASP1, HLA-DPB1, IL12B, CCL2, HLA-DRA, IL12A, HLA-DOA, HLA-DOB, HLA-DQA2, HLA-DQA1, HLA-DRB1, HLA-DPA1, HLA-DQB1	462	172	8840	2.6698882512836004	0.008407080232182729	2.420130385564654E-4	2.0607050807778244E-4
GOTERM_BP_DIRECT	GO:0007169~cell surface receptor protein tyrosine kinase signaling pathway	16	1.9753086419753085	2.9000599811763006E-5	BLK, TRAT1, TXK, CD3E, EGFR, NTF4, FGR, ZAP70, DOK2, CD8B, LCK, CD8A, CD7, STAP1, MET, ANGPTL1	776	111	19734	3.6656450264697686	0.09268847667686819	0.0014299854583653142	0.001371131299923795
GOTERM_CC_DIRECT	GO:0044194~cytolytic granule	6	0.7407407407407408	3.0098804280378783E-5	SRGN, GNLY, PRF1, NKG7, GZMB, GZMH	796	11	20887	14.312699862951119	0.01380961704149719	6.621736941683332E-4	6.234752315221319E-4
GOTERM_BP_DIRECT	GO:0045109~intermediate filament organization	13	1.6049382716049383	3.323339350194858E-5	KRT81, KRT7, KRT5, KRT86, GFAP, DES, KRT17, KRT16, KRT15, KRT14, KRT6C, KRT6B, KRT6A	776	75	19734	4.407938144329897	0.10547878041029934	0.0016149502668410666	0.0015484834798371694
GOTERM_BP_DIRECT	GO:0030101~natural killer cell activation	8	0.9876543209876543	3.626227637912862E-5	CD2, NCR3, KLRK1, IL21R, IL12B, PIK3CD, SLAMF7, IL18R1	776	25	19734	8.137731958762886	0.11452041801782553	0.001736963038560261	0.0016654745508414075
GOTERM_CC_DIRECT	GO:0010008~endosome membrane	27	3.3333333333333335	3.965775554317383E-5	PLEKHF1, CD1D, ADRB2, SLA2, CD1C, CD1B, EGFR, HLA-DMA, MRC1, ATP6V0A4, HLA-DOA, HLA-DOB, HLA-DQA2, HLA-DQA1, HLA-DPA1, HLA-DRB5, TF, ACAP1, CLCN4, TLR9, HLA-DPB1, TLR8, HLA-DRA, HLA-DQB2, HLA-DRB1, CFTR, HLA-DQB1	796	286	20887	2.4771980532030784	0.018155414482340926	8.328128664066505E-4	7.841419846036645E-4
GOTERM_BP_DIRECT	GO:0050776~regulation of immune response	9	1.1111111111111112	5.002295997375896E-5	SPN, LAG3, CD8B, INPP5D, SH2D1A, FCER1A, PDCD1, SLA2, HCST	776	35	19734	6.539248895434462	0.15446118524776675	0.002329541455444636	0.0022336641154949315
GOTERM_BP_DIRECT	GO:0032743~positive regulation of interleukin-2 production	9	1.1111111111111112	5.002295997375896E-5	SASH3, PTPRC, IRF4, CD28, PRKCQ, VTCN1, CD3E, CARD11, CCR2	776	35	19734	6.539248895434462	0.15446118524776675	0.002329541455444636	0.0022336641154949315
GOTERM_BP_DIRECT	GO:0030198~extracellular matrix organization	20	2.4691358024691357	5.2255181978921156E-5	VIT, COL17A1, EGFL6, MMP7, HPSE2, MIA, PAPLN, MMP3, SERPINB5, GFAP, MARCO, C6ORF15, ADAMTS1, ABI3BP, COL4A4, SPOCK2, COL4A3, PTX3, ADAMTS8, MATN2	776	173	19734	2.9399320660270543	0.16076830939681486	0.0024001592489770224	0.0023013754803045414
GOTERM_BP_DIRECT	GO:0042531~positive regulation of tyrosine phosphorylation of STAT protein	12	1.4814814814814816	5.5036196005367006E-5	IL6, CD40, IFNG, TSLP, IL15, CCL5, LEP, KIT, HCLS1, IL12B, IL12A, IGF1	776	67	19734	4.554700723188183	0.1685602822659894	0.002493734664945886	0.002391099596719661
GOTERM_BP_DIRECT	GO:0010628~positive regulation of gene expression	40	4.938271604938271	5.671482232856313E-5	PTGFR, FOXC1, PIK3CD, PTPN22, CD3E, IL2RG, FGF2, ACTG2, WNT6, CDH3, LAMP3, STAP1, CD36, ZNF683, IL32, IRX1, CD74, IL33, WNT10A, BCL11A, OSR1, IL34, TESC, AVPR2, IGF1, SOX10, EDAR, IL6, IFNG, ALDH1A2, LGALS12, ID4, CLDN19, TLR9, PLP1, CD28, PKP1, BMPR1B, IL7R, ATF3	776	509	19734	1.9984606971421626	0.17322848881248176	0.002535530656902296	0.0024311753838177396
KEGG_PATHWAY	hsa04145:Phagosome	22	2.7160493827160495	6.184315587539569E-5	HLA-DRB5, NCF1, C1R, HLA-F, CORO1A, C3, MARCO, HLA-DMA, TUBB2B, CD209, MRC1, HLA-DPB1, HLA-DRA, ATP6V0A4, CD36, HLA-DOA, HLA-DOB, HLA-DQA2, HLA-DQA1, HLA-DRB1, HLA-DPA1, HLA-DQB1	462	157	8840	2.681225356384592	0.01850387234704054	5.205132286179137E-4	4.4320928377366913E-4
GOTERM_BP_DIRECT	GO:0090023~positive regulation of neutrophil chemotaxis	8	0.9876543209876543	6.254810312691307E-5	CD74, EDN1, CCL21, RAC2, XCL1, CCR7, LBP, CCL19	776	27	19734	7.5349369988545245	0.18924786386164505	0.0027206996727381326	0.002608723366493616
GOTERM_BP_DIRECT	GO:0032753~positive regulation of interleukin-4 production	8	0.9876543209876543	6.254810312691307E-5	SASH3, IL33, CD40LG, IRF4, CD28, PRKCQ, CD3E, FOXP3	776	27	19734	7.5349369988545245	0.18924786386164505	0.0027206996727381326	0.002608723366493616
GOTERM_BP_DIRECT	GO:0030890~positive regulation of B cell proliferation	10	1.2345679012345678	6.329095570342211E-5	SASH3, CD74, CD40, PTPRC, GPR183, FCRL3, TLR9, CD38, TNFRSF13C, CARD11	776	46	19734	5.528350515463917	0.19126548756002681	0.0027206996727381326	0.002608723366493616
GOTERM_BP_DIRECT	GO:0051607~defense response to virus	24	2.9629629629629632	6.821294267098641E-5	ZBP1, RTP4, GBP5, IL33, APOBEC3D, CXCL9, CD40, APOBEC3G, APOBEC3H, CARD9, PRF1, IFI44L, IL6, AIM2, PTPRC, IFNG, CASP1, TLR9, IL12B, TLR8, CARD16, GBP1, TRIM22, APOBEC3A	776	238	19734	2.5644113315429267	0.20450762241221365	0.0028951645161495875	0.002776007730217991
GOTERM_BP_DIRECT	GO:0051897~positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	21	2.5925925925925926	7.10893308791424E-5	NCF1, CCL21, AKR1C2, IGF1, FGF2, EGFR, CX3CL1, SELP, TMEM100, FGR, RELN, CD19, CCL5, LEP, KIT, CD28, HCLS1, CHI3L1, CCR7, CCL19, HCST	776	192	19734	2.7814513530927836	0.2121456893768161	0.002979531580472056	0.0028569024847055354
GOTERM_BP_DIRECT	GO:0140507~granzyme-mediated programmed cell death signaling pathway	5	0.6172839506172839	7.513683890109606E-5	SRGN, GZMA, PRF1, NKG7, GZMB	776	7	19734	18.164580265095726	0.22276958309842498	0.0030905400838190395	0.0029633421919111878
GOTERM_BP_DIRECT	GO:0042100~B cell proliferation	10	1.2345679012345678	7.558135606118736E-5	SASH3, CD79A, CR2, CD40, PTPRC, CD40LG, CD38, IL7R, MS4A1, CARD11	776	47	19734	5.410726036411494	0.2239275879414413	0.0030905400838190395	0.0029633421919111878
GOTERM_BP_DIRECT	GO:0019722~calcium-mediated signaling	16	1.9753086419753085	8.811453504203073E-5	EDN1, CXCR5, DEFB1, CXCR6, CD3E, SELE, ZAP70, CXCR3, P2RX1, CCR7, CCR6, MCTP2, CCR5, CCR4, LAT, CCR2	776	122	19734	3.335136048673314	0.25587717604333404	0.0035596148915172177	0.0034131112067485397
KEGG_PATHWAY	hsa05143:African trypanosomiasis	10	1.2345679012345678	8.862702763878437E-5	IL6, IFNG, PRKCB, TLR9, IL12B, FASLG, IL12A, IDO2, SELE, IDO1	462	37	8840	5.171405171405171	0.02641149929248998	7.257834966095045E-4	6.179938684001721E-4
GOTERM_BP_DIRECT	GO:0045059~positive thymic T cell selection	6	0.7407407407407408	9.122602621378415E-5	CD74, ZAP70, PTPRC, CD3G, CD3E, CD3D	776	13	19734	11.737113402061855	0.26360310720068336	0.003641438879700217	0.003491567550920429
GOTERM_BP_DIRECT	GO:0043029~T cell homeostasis	9	1.1111111111111112	9.365412533515374E-5	GPR174, LGALS2, AIM2, TNFSF14, SIT1, IL7R, JAK3, CORO1A, FOXP3	776	38	19734	6.022992403689637	0.26957640530153826	0.0036943797911620055	0.003542329564147285
GOTERM_BP_DIRECT	GO:0098609~cell-cell adhesion	22	2.7160493827160495	1.1968965487373243E-4	ROPN1B, CSTA, TNXB, TTYH1, ICAM4, ITGAL, EGFR, CX3CL1, PKHD1, SELP, CD2, LGALS2, TRIM29, DCHS2, KIT, DSG1, PKP1, FAT2, ITGB7, DSG3, ICOS, DSC3	776	215	19734	2.60218173099976	0.3306600011302553	0.004666504799902615	0.004474444656035462
GOTERM_BP_DIRECT	GO:0002523~leukocyte migration involved in inflammatory response	6	0.7407407407407408	1.373264946194066E-4	FUT7, CCR6, SELE, S100A9, S100A8, CX3CL1	776	14	19734	10.898748159057437	0.36911058897404736	0.005292594671941039	0.005074766439096463
GOTERM_MF_DIRECT	GO:0030280~structural constituent of skin epidermis	9	1.1111111111111112	1.6851137163837102E-4	KRT81, PKP1, KRT7, PI3, KRT5, KRT86, KRT6C, KRT6B, KRT6A	782	40	19304	5.554219948849105	0.1476535825757893	0.007987439015658786	0.007751523095365067
GOTERM_BP_DIRECT	GO:0006958~complement activation, classical pathway	10	1.2345679012345678	1.7126136859476146E-4	C3, C1QA, CR2, CR1, C6, C7, C1S, C1R, CFI, C4BPA	776	52	19734	4.890463917525773	0.4369910888873558	0.006525447373843581	0.006256878409456342
GOTERM_CC_DIRECT	GO:0045121~membrane raft	21	2.5925925925925926	1.7168895690741735E-4	KCNE1, MME, KCNA3, TNFRSF1B, SELE, EGFR, ACE2, CD79A, ZAP70, PTPRC, LCK, CD19, INPP5D, P2RX1, MAL, CD48, CD226, DMD, CD36, LAT, CARD11	796	211	20887	2.611558979732787	0.07626228705014826	0.0034487086126620352	0.003247160706727241
KEGG_PATHWAY	hsa05133:Pertussis	14	1.728395061728395	1.7492444129559777E-4	CXCL6, C1QA, C1S, CALML5, C1R, CALML3, C4BPA, CXCL5, C3, IL6, CASP1, IRF8, IL12B, IL12A	462	78	8840	3.4343434343434347	0.05146045866333504	0.0013947922555938453	0.0011876448909016902
GOTERM_BP_DIRECT	GO:0032757~positive regulation of interleukin-8 production	11	1.3580246913580247	1.826399193483745E-4	CD2, FCN1, CD74, IL6, LEP, ADIPOQ, TLR9, CHI3L1, TLR8, LBP, CD244	776	64	19734	4.37085212628866	0.4580763944064914	0.006880805051405614	0.006597610569719372
GOTERM_BP_DIRECT	GO:0007159~leukocyte cell-cell adhesion	8	0.9876543209876543	1.997808450914693E-4	SELP, PTPRC, CD40LG, SELL, CD209, CCL5, ITGAL, SELE	776	32	19734	6.357603092783505	0.4883589102941991	0.007442946373241073	0.007136615744100821
GOTERM_BP_DIRECT	GO:0030183~B cell differentiation	13	1.6049382716049383	2.0363921957689058E-4	CR2, PIK3CD, PAX5, IKZF3, CD79B, CD79A, TMIGD2, PTPRC, CD40LG, KIT, MS4A1, JAK3, CARD11	776	90	19734	3.6732817869415806	0.49493871230692277	0.007503322013640815	0.007194506493842893
